monodromy_depth monodromy_time nuop_depth nuop_time
3 0.013608979992568493 4 3.2844885662198067
3 0.019801299087703228 4 3.3929207995533943
3 0.013930197805166245 4 3.536145742982626
4 0.017777670174837112 4 3.2124629197642207
3 0.01509442925453186 3 2.0185427870601416
4 0.01764363143593073 4 3.1988725811243057
3 0.01375044509768486 4 4.184897553175688
4 0.01742199994623661 4 3.978635447099805
3 0.014658779837191105 4 4.122920451685786
4 0.017307627014815807 4 3.782258021645248
4 0.01767700631171465 4 3.566539265215397
3 0.015250271186232567 4 3.7351520070806146
4 0.01745661534368992 5 5.814606937579811
3 0.01412352453917265 3 1.9163140282034874
3 0.015020161867141724 4 3.574401034042239
5 0.022043811157345772 5 6.924314018338919
4 0.01756104175001383 4 3.4771853191778064
3 0.014564359560608864 4 3.1412440920248628
4 0.01919710263609886 4 3.455686223693192
4 0.017771116457879543 4 3.597646303474903
4 0.020735771395266056 4 3.103790876455605
3 0.014995485544204712 3 2.0178540674969554
4 0.017466356977820396 4 3.4338719779625535
5 0.023234490305185318 5 6.541524953208864
4 0.018685349263250828 4 3.638723407872021
3 0.014846902340650558 3 2.0321806641295552
4 0.01765219960361719 5 5.740183933638036
3 0.013825451023876667 3 1.7598626129329205
4 0.018025419674813747 4 3.384143467992544
3 0.014109049923717976 3 1.8572198981419206
3 0.013802197761833668 4 3.368455136194825
4 0.019049023278057575 4 4.031374885700643
3 0.0156761035323143 3 2.2415640791878104
4 0.017501520924270153 4 3.5935713360086083
4 0.01952841505408287 4 4.077402961440384
3 0.015160266309976578 4 3.7222138652577996
4 0.018963130190968513 5 6.146286511793733
3 0.013855639845132828 4 3.814160730689764
3 0.013679387979209423 3 2.004328048788011
4 0.017107203602790833 4 4.084371166303754
4 0.01740972977131605 4 4.853210501372814
3 0.021089770831167698 3 2.0689542647451162
4 0.01866726204752922 4 3.4002195354551077
3 0.013527970761060715 3 1.8157112700864673
3 0.019325909204781055 4 3.4395714914426208
3 0.01795876771211624 3 2.372703547589481
4 0.018240859732031822 4 3.4289665976539254
3 0.015056478790938854 4 4.468590695410967
4 0.017565850168466568 4 3.997258902527392
4 0.017566919326782227 5 7.179058268666267
4 0.017188514582812786 4 3.4411829374730587
3 0.013523032888770103 3 2.0821019988507032
4 0.018042725510895252 4 3.178153960965574
4 0.01756318099796772 4 3.4531899048015475
3 0.01507429126650095 3 1.8165167812258005
3 0.01356792077422142 4 3.5688541121780872
3 0.014976734295487404 3 1.9718977743759751
5 0.029254733584821224 5 5.614210167899728
4 0.017732986249029636 4 3.4927367083728313
3 0.013496211729943752 3 2.2751384153962135
3 0.01815433893352747 3 2.415905467234552
4 0.017588640563189983 4 4.013303820975125
3 0.014011986553668976 3 1.9958468349650502
3 0.014876135624945164 4 3.4301226874813437
4 0.018089224584400654 4 3.330427596345544
3 0.01494080014526844 3 2.3418559711426497
3 0.014751446433365345 3 1.671633523888886
4 0.017118006944656372 4 3.9136171536520123
3 0.013511965051293373 3 2.5498764431104064
4 0.01744125224649906 5 6.772376894950867
4 0.01889854297041893 4 2.987059256993234
3 0.013760381378233433 4 3.4643515376374125
3 0.015156213194131851 3 1.9889600574970245
3 0.013670854270458221 3 2.0585879618301988
4 0.018489432521164417 4 3.4699065955355763
3 0.01466226577758789 5 6.132990976795554
4 0.017564152367413044 4 3.7784693939611316
4 0.01753447111696005 4 3.7844819324091077
4 0.017478511668741703 4 3.837818850763142
4 0.017567228525877 4 3.5163817377761006
3 0.014100060798227787 3 2.789889382198453
4 0.017055653035640717 4 3.2554252594709396
4 0.018138994462788105 4 3.3742482345551252
3 0.01391378603875637 3 1.7306261472404003
3 0.013713950291275978 3 1.7229035086929798
5 0.023169001564383507 5 7.114180683158338
4 0.017448258586227894 4 3.308264692313969
4 0.01763219852000475 4 3.3393247108906507
4 0.017133084125816822 4 2.818021678365767
4 0.017073165625333786 4 3.7312514558434486
4 0.01694704405963421 4 3.9570072507485747
3 0.01506812870502472 3 1.8718973733484745
4 0.017579011619091034 4 3.374336926266551
4 0.018720305524766445 4 3.4157758187502623
3 0.014019251801073551 3 1.8318039737641811
4 0.017175430431962013 4 3.4321143375709653
4 0.0179494246840477 4 3.243799560703337
3 0.020189965143799782 4 4.062387463636696
3 0.01347226370126009 3 2.4955753246322274
4 0.017472022213041782 4 3.6813727878034115
5 0.022119566798210144 5 6.197710880078375
3 0.013467985205352306 4 3.072454637847841
3 0.014699670486152172 3 2.1503028040751815
3 0.013734905049204826 3 2.846644044853747
3 0.015049797482788563 4 3.741420567035675
4 0.01803236175328493 4 3.3641379475593567
3 0.015310218557715416 4 3.5974547155201435
3 0.013639656826853752 4 3.5186810167506337
4 0.017656564712524414 4 4.186318361200392
4 0.01823537889868021 4 3.160022061318159
3 0.013553585857152939 4 3.2547999378293753
3 0.014089119620621204 3 2.236211902461946
4 0.017097200267016888 4 3.475690078921616
3 0.013588454574346542 3 2.3151482343673706
3 0.014820097014307976 4 3.790979997254908
4 0.019028864800930023 4 3.43824137467891
3 0.013645428232848644 3 1.9809945058077574
4 0.017249664291739464 4 3.487122162245214
3 0.014885256998240948 3 1.8551754849031568
3 0.015728462487459183 3 1.938153331167996
4 0.020050988532602787 4 4.1622338481247425
4 0.0172406118363142 4 2.935997041873634
3 0.013621787540614605 3 1.7340715918689966
3 0.015248813666403294 3 1.7572134621441364
3 0.014116901904344559 3 2.211488434113562
3 0.013566222041845322 3 1.991067899391055
3 0.013833483681082726 3 1.952488325536251
4 0.01705556083470583 4 3.8873279551044106
3 0.013515875674784184 4 3.474096668884158
4 0.017576277256011963 4 3.9293033434078097
3 0.03638365212827921 3 1.7512946845963597
4 0.01770816370844841 4 3.7292727176100016
3 0.013780053704977036 4 3.227219335734844
4 0.017420164309442043 4 3.2226171186193824
4 0.016994928941130638 5 5.291424175724387
5 0.02130099106580019 5 5.690810970030725
4 0.020945755764842033 4 3.5997448917478323
3 0.014024034142494202 3 3.084436289034784
3 0.018302847631275654 3 2.1706328131258488
4 0.01918319519609213 4 3.2594561809673905
4 0.017969610169529915 4 3.3871019994840026
3 0.014832520857453346 3 1.8195418259128928
3 0.014069054275751114 3 2.0158546455204487
4 0.019046418368816376 4 3.62924821767956
4 0.01767308171838522 4 3.7564841099083424
3 0.014882196672260761 4 3.2552932063117623
4 0.016964117996394634 4 3.736614570952952
4 0.017602945677936077 4 3.6768957590684295
3 0.01658023614436388 3 2.202689256519079
3 0.013708814047276974 4 3.356827486306429
3 0.021098358556628227 4 3.2764408281072974
4 0.017440100200474262 4 3.382719644345343
3 0.014533502981066704 4 4.526180020533502
3 0.014886804856359959 3 1.7109579183161259
4 0.017007683403789997 4 3.4104625629261136
3 0.014990771189332008 3 2.156970431096852
3 0.013807572424411774 3 2.8402744652703404
4 0.022472035139799118 4 3.612291038967669
4 0.018317059613764286 4 3.2127845771610737
4 0.017483584582805634 4 3.557409828528762
4 0.01718712132424116 4 3.2888897974044085
4 0.0184203265234828 4 3.394904078915715
4 0.017561341635882854 4 3.9058818062767386
4 0.01757538504898548 4 3.3623122116550803
3 0.021866722032427788 4 2.9110815599560738
3 0.01497593428939581 4 3.6065277941524982
3 0.013775876723229885 3 2.321829385124147
3 0.015196212567389011 3 2.2928801719099283
4 0.017445887438952923 4 3.594542942941189
4 0.017234706319868565 4 3.394784651696682
3 0.014579998329281807 5 6.061728337779641
4 0.01906366553157568 4 3.225355309434235
4 0.01788103301078081 4 3.274240780621767
5 0.023211205378174782 5 5.995701404288411
3 0.01584998331964016 4 4.180059283040464
3 0.014599129557609558 3 3.304172639735043
3 0.01507243886590004 3 1.8993289228528738
4 0.017928266897797585 4 3.826961552724242
4 0.016949918121099472 4 3.894516292028129
5 0.02146165259182453 5 7.064386609941721
4 0.01754728425294161 4 3.3357308954000473
4 0.017697100527584553 4 3.212358247488737
3 0.015593979507684708 3 2.053388776257634
4 0.024286257103085518 4 3.432192570529878
4 0.017393563874065876 4 3.7929973592981696
4 0.018662056885659695 4 3.5889648469164968
3 0.013956962153315544 3 2.042882062494755
3 0.01343888882547617 3 2.301032515242696
3 0.014764808118343353 3 2.0040477849543095
4 0.018222996033728123 5 8.647123946808279
3 0.014580750837922096 4 4.035501607693732
4 0.016829539090394974 4 3.361776454374194
4 0.016927788965404034 5 6.576088967733085
3 0.01480640098452568 3 1.7462761281058192
4 0.01735520362854004 4 3.5452714702114463
4 0.016976752318441868 4 3.556265329942107
3 0.013533485122025013 3 2.1674473956227303
3 0.014017355628311634 3 1.886297750286758
5 0.021327623166143894 5 5.497830567881465
3 0.017175189219415188 3 1.8090254599228501
4 0.01824828516691923 5 6.5606153178960085
3 0.015573744662106037 4 4.119231038726866
3 0.015590832568705082 4 3.1304547702893615
3 0.017565516754984856 3 1.7458701636642218
4 0.01740380097180605 4 3.5578523790463805
4 0.01859052199870348 4 3.610946347936988
3 0.013533590361475945 4 4.254350499249995
4 0.017064407467842102 4 3.8589331079274416
3 0.013438066467642784 3 2.097058198414743
3 0.014893455430865288 4 3.2652404522523284
3 0.013490511104464531 3 2.06380108743906
4 0.018254920840263367 4 3.286337550729513
3 0.014635526575148106 4 3.8770501306280494
3 0.014849027618765831 3 2.2518515111878514
3 0.014144760556519032 3 2.223258745856583
3 0.013851730152964592 3 1.93086907453835
4 0.01692822575569153 4 3.4631683649495244
4 0.01846329402178526 5 6.4253859939053655
4 0.018477991223335266 4 3.2326150899752975
4 0.01806468889117241 4 3.4927617302164435
3 0.013471524231135845 4 3.280480411835015
4 0.0174559336155653 4 3.214706163853407
3 0.014831158332526684 4 3.5728534506633878
3 0.015622567385435104 3 1.8769933739677072
4 0.017875713296234608 4 3.617957820184529
4 0.018018352799117565 4 3.1305680572986603
3 0.013686580583453178 3 2.2639451436698437
3 0.013612937182188034 3 1.7604003129526973
5 0.02295830100774765 5 6.145172672346234
3 0.013624174520373344 3 2.0893749659880996
3 0.013976378366351128 3 1.7663154266774654
3 0.014712376520037651 3 1.9955247445032
4 0.01849199365824461 5 6.1017958065494895
4 0.018391097895801067 4 3.645173287950456
3 0.01580243743956089 4 3.657042620703578
4 0.018099435605108738 4 3.31884001288563
3 0.014623178169131279 3 2.680507500655949
3 0.013694945722818375 3 2.2398884212598205
3 0.014669520780444145 4 3.68286956846714
3 0.01481864508241415 3 2.026732349768281
4 0.017688184045255184 4 3.451141814701259
4 0.01746300794184208 4 3.043903819285333
4 0.01763869170099497 4 4.190058810636401
4 0.017735536210238934 4 3.6883510118350387
3 0.014948965050280094 4 3.3802155507728457
3 0.01353591587394476 3 1.990146848373115
3 0.013594177551567554 3 2.428029600530863
3 0.014159651473164558 3 2.4515102840960026
4 0.017695656046271324 4 3.671525093726814
4 0.017677810043096542 5 6.174332447350025
4 0.018181564286351204 4 3.5782730150967836
3 0.015027670189738274 4 3.6938831685110927
3 0.013682208023965359 4 3.5075344434008002
4 0.020278592593967915 4 3.3998150918632746
4 0.017974989488720894 3 2.3922384129837155
3 0.021522751078009605 3 2.57350782584399
4 0.018441209569573402 4 4.059031444601715
3 0.014733926393091679 4 3.5816885977983475
4 0.017703237012028694 4 4.125390469096601
4 0.01830893661826849 4 3.3210374088957906
3 0.013764196075499058 3 1.7345355516299605
3 0.01597833726555109 3 2.0927265444770455
3 0.015372189693152905 4 3.6673495592549443
3 0.022033721208572388 4 4.551357659511268
4 0.018730726093053818 5 5.641203139908612
3 0.015163569711148739 3 2.133580637164414
4 0.018033314496278763 4 3.825076780281961
4 0.0184157257899642 4 4.868198697455227
4 0.017559549771249294 4 3.4769318029284477
4 0.01738199219107628 4 3.6550863329321146
4 0.023242552764713764 4 3.1934693017974496
3 0.013785013929009438 3 1.978824108839035
3 0.015657801181077957 3 2.0292549384757876
3 0.015423417091369629 3 2.6067375550046563
4 0.01703228335827589 4 3.542469495907426
4 0.017650139518082142 5 6.669369917362928
4 0.017578352242708206 4 3.061061054468155
4 0.01814729254692793 4 3.6048982329666615
5 0.022754141129553318 5 7.117294102907181
3 0.013736320659518242 4 4.216558584943414
3 0.01370182540267706 4 3.7038439428433776
4 0.01706052105873823 4 4.328391119837761
3 0.013488739728927612 3 1.939933110959828
3 0.014812897890806198 4 3.77491810452193
3 0.014741891995072365 3 1.9627050599083304
4 0.017584191635251045 4 3.0274123148992658
3 0.013482494279742241 4 3.509624251164496
4 0.01853614579886198 5 5.791013040579855
4 0.018725767731666565 4 3.4897734615951777
3 0.014592133462429047 3 2.502093032002449
3 0.015011928044259548 3 2.0578356068581343
3 0.014907754957675934 3 2.0882591670379043
4 0.018029112368822098 4 3.7186235627159476
4 0.017203116789460182 4 3.616576327010989
3 0.013458330184221268 4 3.2494403487071395
3 0.013435294851660728 3 2.9206065544858575
3 0.013921605423092842 3 1.9774927152320743
4 0.017439737915992737 4 3.685686389915645
4 0.018400407396256924 4 3.8989352816715837
4 0.01703434530645609 4 3.4053004141896963
4 0.017306736670434475 4 3.7275910172611475
3 0.01386178657412529 4 4.266821350902319
4 0.01882351189851761 5 6.0080994656309485
3 0.013551468029618263 4 3.7968829441815615
3 0.015215431340038776 3 2.171729682944715
4 0.01860861759632826 4 3.6825692737475038
5 0.02283728588372469 5 6.192783244885504
4 0.017179694958031178 4 3.7122948495671153
4 0.017194769345223904 4 3.816872368566692
3 0.013935742899775505 3 2.077728026546538
4 0.01831673365086317 4 3.7795423455536366
3 0.014850731007754803 3 2.1267122216522694
4 0.017885752022266388 4 3.374298599548638
4 0.04066670499742031 4 3.6562815606594086
3 0.014624337665736675 3 1.7887047044932842
3 0.014538132585585117 3 2.3829018780961633
3 0.015030920505523682 3 1.9730331283062696
4 0.016927924938499928 4 3.176287831738591
3 0.014140141196548939 3 1.8647816823795438
3 0.014782104641199112 3 2.161522664129734
3 0.014680583961308002 4 4.28633529972285
4 0.016942388378083706 4 3.6192339416593313
3 0.0133726941421628 3 2.131059769541025
3 0.013855391182005405 3 2.5440905317664146
3 0.01474852953106165 3 2.4991691522300243
4 0.0169457895681262 4 3.361161229200661
3 0.0146787129342556 4 3.8853398142382503
3 0.013532835058867931 4 3.352197766304016
3 0.014533266425132751 4 3.661521876230836
3 0.01757095754146576 4 3.5461629424244165
4 0.01800252590328455 4 3.4990876326337457
3 0.015780665911734104 3 1.8398471558466554
3 0.01558432076126337 5 7.032527565956116
3 0.014487129636108875 3 2.2069151494652033
5 0.02249706070870161 5 6.236323332414031
3 0.014039671048521996 4 3.151424514129758
3 0.013976415619254112 4 3.356538087129593
3 0.014896361157298088 4 3.2619462721049786
4 0.018379729241132736 4 4.214098121039569
3 0.013664798811078072 3 2.1456677056849003
3 0.015011915937066078 3 1.871032502502203
3 0.01552581787109375 3 1.9049153551459312
3 0.024198398925364017 3 2.1227274322882295
4 0.02451195288449526 4 4.274992193095386
4 0.018198487348854542 4 3.4413452930748463
4 0.017728290520608425 5 5.874521786347032
4 0.017492071725428104 4 3.7664423370733857
4 0.017212585546076298 4 3.6372915636748075
3 0.014800767414271832 3 2.0261578876525164
4 0.016877807676792145 4 4.1467938562855124
3 0.013395859859883785 4 3.262806197628379
3 0.014765852130949497 4 3.661263255402446
4 0.017448299564421177 4 3.2919010370969772
4 0.023991435766220093 4 4.337436272762716
3 0.015726259909570217 4 3.0830200808122754
4 0.017454417422413826 5 6.229303229600191
4 0.017384735867381096 5 5.537239340133965
4 0.018657087348401546 5 5.656530424952507
3 0.014872333034873009 4 3.750658839009702
4 0.019102980382740498 4 3.1052176682278514
3 0.014819511212408543 4 3.581194397993386
4 0.016805419698357582 4 3.173019208945334
3 0.013479050248861313 4 4.0386570654809475
4 0.018375757150352 5 5.633543688803911
3 0.01364761870354414 3 2.0061478158459067
3 0.013423259370028973 4 3.526872254908085
4 0.017627536319196224 4 3.5597489131614566
4 0.017008093185722828 5 6.425312802195549
5 0.02238999865949154 5 5.297483003698289
5 0.02884289901703596 5 7.056898361071944
3 0.013849138282239437 4 3.3902664138004184
3 0.013608950190246105 4 3.4423215249553323
4 0.017463024705648422 4 3.5832845382392406
3 0.0173617172986269 3 2.4388671228662133
3 0.013996587134897709 3 2.598880408331752
4 0.01747456006705761 4 3.497602797113359
5 0.021632082760334015 5 5.381859187968075
4 0.017551210708916187 4 3.0840579634532332
4 0.017619828693568707 4 3.126116933301091
4 0.017688505351543427 5 5.8823787262663245
3 0.01458743680268526 3 1.807987884618342
3 0.014696582220494747 3 2.036939279176295
4 0.01862915512174368 5 7.713778653182089
4 0.018550315871834755 4 3.9843070590868592
4 0.01752409804612398 4 3.4149750471115112
4 0.017037934623658657 4 3.4566800948232412
5 0.02216683328151703 5 6.521167518571019
3 0.014576500281691551 4 3.4757562316954136
4 0.017808732576668262 4 3.613102530129254
4 0.018808411434292793 5 5.68733025342226
4 0.018495176918804646 4 3.0747684221714735
4 0.01760896109044552 4 3.19826633669436
4 0.01799387764185667 4 3.7353100245818496
3 0.014733563177287579 4 3.633185896091163
3 0.01949185226112604 3 2.1537587409839034
4 0.017574166879057884 4 3.7993393959477544
4 0.017304522916674614 4 3.632427765056491
3 0.013511247001588345 3 2.2762043569236994
4 0.0174313522875309 4 2.9415863985195756
5 0.022986612282693386 5 5.864915329031646
4 0.01738293096423149 4 3.3069600630551577
3 0.013712042011320591 3 2.1228532809764147
3 0.014415220357477665 3 1.9412499563768506
4 0.017462028190493584 5 5.278107424266636
4 0.01753248367458582 4 3.243086970411241
3 0.014730101451277733 3 1.9001723900437355
4 0.01759399101138115 4 3.2715522600337863
4 0.017359718680381775 4 3.007921759970486
4 0.017632536590099335 4 3.623677677474916
3 0.0148832518607378 4 4.146771054714918
4 0.01696105021983385 4 3.9444426679983735
4 0.016978736966848373 4 3.468012338504195
3 0.013546648435294628 3 2.019811062142253
4 0.017635272815823555 4 3.6132432520389557
3 0.014837948605418205 4 3.380695851519704
3 0.013782549649477005 4 3.7185848485678434
3 0.013803116045892239 3 2.2592207035049796
3 0.014856457710266113 4 3.5295312171801925
4 0.017638915218412876 4 3.3128692721948028
4 0.01858105044811964 5 7.3186132134869695
3 0.014872157946228981 4 3.939561096020043
4 0.01802006457000971 4 3.531012985855341
4 0.017434822395443916 4 2.966687634587288
4 0.017600344493985176 5 5.988511070609093
3 0.01707602385431528 3 1.78383659850806
3 0.013740582391619682 4 3.468263231217861
5 0.02085859887301922 5 4.963338237255812
3 0.013993863016366959 3 1.9681833228096366
3 0.013665334321558475 3 2.1840320555493236
3 0.01574506238102913 3 2.097187438979745
3 0.014883599244058132 4 3.8402170576155186
4 0.022870035842061043 4 3.902803727425635
3 0.01389637216925621 4 3.334973837248981
4 0.01709551364183426 4 3.3238811921328306
4 0.01743108592927456 5 5.713223732076585
4 0.017394009977579117 4 3.3926654076203704
4 0.017609517090022564 4 3.231709652580321
4 0.017450813204050064 5 5.886151351034641
3 0.015586962923407555 3 1.9427395919337869
3 0.01645340956747532 3 1.9827640978619456
3 0.013453682884573936 3 2.0482144420966506
3 0.014879235066473484 4 3.1627690009772778
4 0.017613031901419163 4 3.39137464761734
3 0.013736739754676819 4 4.03228528611362
4 0.02458657417446375 4 3.6245755115523934
4 0.01801562961190939 4 3.3747148057445884
4 0.017029091715812683 4 3.20724908541888
3 0.013801625929772854 3 2.1986682238057256
3 0.014976506121456623 3 2.3586066337302327
4 0.01830632332712412 5 5.252185973338783
3 0.014723573811352253 4 3.495733651332557
3 0.01385228056460619 3 2.023870015516877
4 0.017647595144808292 4 3.599702911451459
3 0.013757520355284214 3 1.8268213048577309
3 0.014600617811083794 3 2.0998566737398505
3 0.01355098094791174 3 1.8892767475917935
4 0.017768082208931446 4 3.5615445394068956
3 0.014871085993945599 3 1.7209511511027813
4 0.01750750932842493 4 3.5033331336453557
3 0.015784389339387417 3 2.2712178574874997
4 0.01759348902851343 4 3.6406962145119905
4 0.024532649666070938 4 3.9991418682038784
4 0.017112135887145996 4 3.277941337786615
3 0.015617283061146736 3 1.7751363450661302
4 0.016976657323539257 4 5.684171344153583
4 0.017427025362849236 4 3.073312467895448
4 0.019433973357081413 4 3.945536040700972
3 0.014888162724673748 3 1.8840607358142734
4 0.017546300776302814 5 5.22380365524441
4 0.017531519755721092 4 3.8689781492576003
4 0.0170751279219985 4 3.676702897064388
3 0.019952453672885895 4 3.5633125631138682
3 0.013415259309113026 3 2.4147290233522654
3 0.015545717440545559 4 3.4595014145597816
4 0.02688328642398119 4 3.6775241317227483
4 0.01794727984815836 4 3.327694743871689
4 0.018500657752156258 4 4.069246296770871
4 0.017671043053269386 4 3.3639986254274845
4 0.017516037449240685 4 4.113821916282177
3 0.013788674026727676 3 1.8999583730474114
5 0.021931027993559837 5 5.178984331898391
3 0.013868189416825771 4 3.596496162004769
3 0.014858321286737919 3 2.367523070424795
3 0.013555275276303291 3 2.1839813170954585
4 0.01762878056615591 5 6.7481802348047495
3 0.014686226844787598 3 2.606074565090239
3 0.0213989345356822 3 2.0494259176775813
3 0.01364839542657137 3 1.9160378323867917
4 0.017137868329882622 4 3.9227670216932893
4 0.017647448927164078 4 3.690067089162767
4 0.016903692856431007 4 3.347100891172886
3 0.01345344353467226 3 1.9328356301411986
4 0.017151948995888233 4 2.9875451046973467
3 0.01469427440315485 3 1.8350166790187359
3 0.01476283185184002 4 3.1260398412123322
4 0.021648968569934368 4 3.2855273969471455
3 0.013615217991173267 4 4.266345799900591
4 0.017909024842083454 4 3.880086583085358
3 0.0150649044662714 4 3.200365277007222
3 0.013806709088385105 3 1.7475352501496673
4 0.01718062534928322 4 3.5702094985172153
4 0.017462057061493397 4 3.459529310464859
5 0.021917328238487244 5 5.461466774344444
3 0.013870169408619404 4 3.8710909308865666
3 0.01365811936557293 3 2.018575696274638
4 0.017461122013628483 4 4.079014016315341
4 0.01749917771667242 4 3.5204224195331335
3 0.013443355448544025 3 2.384003826417029
3 0.014722132124006748 3 1.9076732844114304
4 0.018300957046449184 4 3.62116992007941
